id,attraction_id,author,description,url,source_platform_id,created_at
a31322e39a981db4767481bb75f9bc89,fc73810e75cbcb35391b0f013cfabeab,郭岱軒,,https://www.facebook.com/reel/961834192318201/?__cft__[0]=AZV4_ku3X2bP3ex4e4o6cxJV7I3hSbHjYvfk287c0VESkTq-kI2ninEa4iz2Wdr56DfqiBKJ59Xeli3nMi-VagbUHzbwR308M42awe5G3L3KnnzSi4fIrCI33OOh1RXi6T53YlXGOYeUoHIdeU5aqVeczAbZtT01uFgMQVBkCw9fUA&__tn__=%2CO%2CP-R,fb,2024-04-13
3402b213d9ba54fe3e80659a75d59185,fc73810e75cbcb35391b0f013cfabeab,Ms珊小姐,,https://www.facebook.com/reel/1075182437030774/?__cft__[0]=AZXRx2UZf80PqiGRX2c2fT3Ep9AhuoW5UmvVK192aXjfE4eRIdlBrWWfq_GUTfVRm0nBJAWEsBh0LWWGP02tznU_c98Sp-X6FNDLGf3BUjB8ZqlZFZiwjrDII9bgeedeasi7CMhAPrAqOaRddwF86Bmyz48X2zjqbZ9JTLXn6eDQqA&__tn__=%2CO%2CP-R,fb,2024-02-14
5866eb784f72fa0adb96aa4b9fa516f6,fc73810e75cbcb35391b0f013cfabeab,Ivy¹⁰的旅遊日記 ◡̈,,https://www.facebook.com/reel/2149526812094708/?__cft__[0]=AZWv7JRubeUTF2qtXtasrp9zCZcuGiwn-S1JF0-_yGXIJLW-p--bRFRETWyucRG_0pyJfumipd6i3fhhxP_Wu-wuclMSPY23wyyPx7SUrQ9voPAWkMIjIM0HpecvWVMD1_aULVBqowM_7tbfinZ9ANVbGGQjA1Xvhxs0fW36s1484A&__tn__=%2CO%2CP-R,fb,2024-04-19
48afe64f082e0b7405d6bd57423864f8,fc73810e75cbcb35391b0f013cfabeab,生態相關的親子隨筆,工作繼續繁忙，昨天傍晚去中正正家看看，正拔陪孵蛋，站在離巢七八公尺的地方看風景，正麻每次臥巢我就什麼都看不到，今年巢位沒有偷窺點，我就，無法判斷。今早去了大安南家，廣志在瞭望台，小南不在巢裡，巢區各種小隻鳥快樂的吃早餐找巢材，攝狼阿目我就晃啊晃的，大概十幾分鐘之後吧，我看到廣志飛走，換成另一隻鳥，滿肚子點點，想說哪來那麼大膽的小朋友（還很胖），拿起相機看，才發現是濕搭搭的小南，太熱是嗎？小南一大早就洗澡去了，原來廣志今天站的不是警戒，是站望妻的。小南曬翅曬的速喜，阿目我撤退上班。#中正紀念堂…… 查看更多,https://www.facebook.com/permalink.php?story_fbid=pfbid02Vrn6mSDYEQEK7TTirXDXbBDoakFTCjDknZ2qK2qsm4NQ62BJQQPmHsK1ASAbBfezl&id=100057676830398&__cft__[0]=AZVrgNZLfkofeYJc33OiZnz9DzTH258Pj_P35xa9NmUQUq43pjtmltVcRCXt_a8KAATMWyh1Rl17P6vOcZBjjvRghYZe5g7Qu_EWYSpXYsQ06vtE8mAZUER3LsP7C_VfdCuBVq9kN9K404eKU7rWWsRAz_GDfndBLqmi8zc0QhAJorYt7zZcX9T3e5oiqlo2cFCMRfWuUB0jpzM81GJfSklh&__tn__=%2CO%2CP-R,fb,2024-04-17
0470afd2dc7795a16cfe9cd9b3d571a2,fc73810e75cbcb35391b0f013cfabeab,羅智強,,https://www.facebook.com/reel/1380605059462373/?__cft__[0]=AZXphK12A2qCh10YejSHE0vqPBhL-99Ti6cliEXwwt3jS9MCmUXmL9nx5qlFMwZvejWmtm44rvjPNkZdpW6LHrmzeu53h28rrP_f0i0XxC6974MOmyTuli1bUZRILbDpmmM7peg2Xv-uwri20pFbvyz0S0KuYPtWm39I5TbBCNjbFw&__tn__=%2CO%2CP-R,fb,2023-03-18
1f4dc8bbf50024c24ba8c5f11179f3d9,fc73810e75cbcb35391b0f013cfabeab,沖縄人の台湾生活/OkinawanInTaiwan,,https://www.facebook.com/reel/769773441676239/?__cft__[0]=AZX65x2GzwdCeeHjYqJDIf0mmcdZDHOiQihGig2piIzRtqjT7TJ0eEOkuAFEysy1x5LvoPNLxMRrBo8dFtiewfkCpEKEeQPvIioeT0S16Hiwx39XudKhv1M5ZAoLQi-ahW0wwMQEhjTVbGAjObg72JamNCZ0m2ZKr80SIqn5rbESAQ&__tn__=%2CO%2CP-R,fb,2024-02-13
22d7e4309370aed952673a7102b17d09,fc73810e75cbcb35391b0f013cfabeab,Gwyneth • Lai Ying Ning,,https://www.facebook.com/reel/384819691210161/?__cft__[0]=AZWsWKGIc10LmagPkvV2ZBUvnXk3DU6qg3J7B1NcMNQeYXLKrFanh4hEbRY23C2ZRScCTfW6LiMN3rW9MMSF17k6EI4ID16QDsq1F37N5PRIKrYjSCCvO9vj2Q9I1oseffZx2C54jXzOqXSYnz7UzJaoQ-FfyKxDgofNzi11tEFHPQ&__tn__=%2CO%2CP-R,fb,2024-04-15
0ca26c93f0d69d0fb88f07a77d734e5f,fc73810e75cbcb35391b0f013cfabeab,生態相關的親子隨筆,今早也是四個巢區快閃一輪。整體感覺似乎大安南家的雞仔們最老？ 都會在巢邊晃蕩了，其他家都還窩在巢中央-------------------------中正正家，正麻臥巢，看不到狀態，正麻只有一點尾巴露出來，張望一陣沒有動靜，攝狼阿目往櫻家邁進。櫻家櫻麻在打掃，掃地啊，所以小雞就被掃出來了（並不是），櫻家仔們今天終於正式見面了！看起來是兩隻，會不會有第三隻我就不確定啦？…… 查看更多,https://www.facebook.com/permalink.php?story_fbid=pfbid035y7tGmEueYuaXtJmC5FHwW4gTjVYwpbKTw8QfjSmjsmiR652fNWHju6NZoJ6Xcccl&id=100057676830398&__cft__[0]=AZXbze-z9VSR64ZCyVbd3pgKHE6Df75U4n38757_nQggV7SAcEn_gFwMxVhlb5LtWaL10gHopPUYQIWdlf8blOYx98FkzKYXe8j19hJlsxtP-8Yh4MhWXx8HIKfhzf5ZCz1aNjcCawiYjoSumMp36Fww75z7IZski-Z0N3IIem7siixJyXpOy-Mk6PJY-4RFlj6KFqIr0O4-gInFsD4x52Pg&__tn__=%2CO%2CP-R,fb,2024-05-02
547af90088f5c1f769eed9a58304c35e,fc73810e75cbcb35391b0f013cfabeab,吳美茹,113年4/14-15社區環保志工之旅#中正紀念堂#士林官邸#石門水庫#福容飯店…… 查看更多,https://www.facebook.com/mi.lu.1654/posts/pfbid02GYSjaAjNoZiAwzVqKWGiumVSQ66wCeBjkeyZiVEndFvtu2MT6j3JUcLKQh8LvnqEl?__cft__[0]=AZXSDkw4Plbk1fMWaY5AK-_YJiZbZ93cCrQczsBihDHpzXhSRJv2VoaR5cYKbznJEP1yRAzy9u3J-pPSqxfBu7FZToDQ66v0jzA9g5igCarXdfcdSEtUpAHDJFvYwmk7B-4uPi0W7DQ1z63hPI0V6zTE_EMYWPt8IEWGNgOe_ubccA&__tn__=%2CO%2CP-R,fb,2024-04-14
250fbf3b43ce1b7491460f61dddb505d,fc73810e75cbcb35391b0f013cfabeab,證嚴上人衲履足跡,#浴佛彩排緊鑼密鼓中正紀念堂萬人浴彿大典即將展開，北區各地志工和民眾，利用假期參加彩排。有三代同堂，也有新住民，近千人心向一致，就為再現莊嚴道氣，虔誠為家人，為社會祈求平安。其中讀高一的呂宥霖，從小三就參與，今年要承擔獻貢。呂宥霖表示，「因為每年都有參加，因此也想說不能缺這一年！」。而爸爸呂怡德也提到，「能夠三…… 查看更多,https://www.facebook.com/groups/287376193397936/?multi_permalinks=1012725420863006&hoisted_section_header_type=recently_seen&__cft__[0]=AZVfvJyWKGsdB7GvcamOjtdZkLBzaN8Q1LEG8zODd1YOOUev0rtVJiwVpksmwjJwObysakh7CzdR4dSJb6Pm_PrkkHfsH21kcJRtEk7sR3-OD9Sks6uASfTcIJUFTbuKeC4zHE3eu4mQN19gXMXlJS4ygAiz0rBBfeOHleSnkgieBUYy23VqMheK2eVBPEuDTnwynyhb4gMF87KLcTHY6Y-dUrHQNVJ3dr07DTauYhhkMKf6fkw5MeO9KRoLA4-_RJ9nkeTBAmFdwYNbD1COtQy-&__tn__=%2CO%2CP-R,fb,2024-05-07
2b3751183e5ba2225b7f82a464cfa11d,fc73810e75cbcb35391b0f013cfabeab,Nam | Traveller Hiker Foodie,,https://www.facebook.com/reel/1242369333309423/?__cft__[0]=AZVp28X8gCxOpqDrXL5_dWC9D4rs2eNuqpumodcdFqawctX_eNKtb35jIt4-ZSMJYQImnVbEHT-29Yq0XfblZCPB9tySAIRzFBqxitBG5nNDNVaZxrsp8LwtmDt1zQ6-_RTbzcOuUtuwD06bZJjH7Nuqdto3CoppLWIxd408AF0bsQ&__tn__=%2CO%2CP-R,fb,2023-05-22
ea25e9daaaa04439149c8fd3185fe8c0,fc73810e75cbcb35391b0f013cfabeab,KEN KIKUCHI,,https://www.facebook.com/reel/959375078742688/?__cft__[0]=AZW-SQ1zxWD-hMeZLbyVjSamGagImqWY_dtZsz2ZFTDos8eoXcPAPVCzrBwRJITQMscVRnKBC--VVBoRxujKIdYZF4op3VgR2cQGbCcze4LF5kkBubLMYpVhzL7OWM39mnHpaAvk1fPIa5LUJEGqOxntnpgcId7hBbUp0OV3vXKp5w&__tn__=%2CO%2CP-R,fb,2023-04-26
bcbd9075defd7873c3c05e7d98721e04,fc73810e75cbcb35391b0f013cfabeab,私人教練𝕂𝔼𝕚𝕣𝔸 @ace 證照,,https://www.facebook.com/reel/441374001697599/?__cft__[0]=AZVa6b8mBKlL4luInIlefJhQ7r1S4rBN30hb7mo9hzD9R6L6sYZn-9if7aoEXggN80_zcgh9WAn7FW_Qv1f_4UxDJIt5nJuuXfwGDBwdYUqVl_wyiivTDzIRvnytVYLCf7kbBPgTYE8o0McjHkcs8Oj5iITByeIFpZ8i1EsDhupq2g&__tn__=%2CO%2CP-R,fb,2024-04-08
fa9356a397b6c47c171b29261e01e17e,fc73810e75cbcb35391b0f013cfabeab,蓉兒💕湯圓媽,,https://www.facebook.com/reel/439033631895462/?__cft__[0]=AZVfxn0eSK5Eq8O0npgjaDBTqYQO1CxsCJiUv4-qDqyP2sjLuJO2ImPuLk1zPLybdW4UlXQPCzT7PILc1bDIITKtEE1bw59PigjlGnkG1pRsZqFE0q9eKzQE4oVYhkUiDR6mujj65bw2g0xCbCWkA4IdAL-q5L7zp8b88Cn25v4fZg&__tn__=%2CO%2CP-R,fb,2024-03-24
a54d3f11fe453c6868af9febc822b346,fc73810e75cbcb35391b0f013cfabeab,王愉萍,。一年一度的World Run為不能跑的人而跑-連兩天的賽事好累啊！快來…… 查看更多,https://www.facebook.com/ji.zi.927/posts/pfbid02kfw9HpiXiNRbp8M3tB2grVEfKQ3duMrzvWt7bxaiKAA2nzXWBynWADpmuJPGAoLtl?__cft__[0]=AZV8qOyhVDmnLoV-sMeXdHcDym_QTDBYVmRHd_eZtHW03qg6rBfecOGl4Od2Udb2aqErqkaScFq4FpvnAXjs-lARp96gIO5LG7PjhdpuDtB5fVC30cS0-2THHMvZR20rGpZgAFM2Xpw2u0SOZXgcf8zAWy8os5lkwFsvWsDhyalxKr-jXC99HJP16mBfE7QHnXBZIlII4ikcK6H0KSpyvVF0&__tn__=%2CO%2CP-R,fb,2024-05-06
91766ca48707c5196c5b9b510a54e851,fc73810e75cbcb35391b0f013cfabeab,汪汪 ｜雙北美食 今天汪哪跑！,,https://www.facebook.com/reel/1344585519593073/?__cft__[0]=AZWMGcEE7wxXj_Aoyd_p1PDfgzNfobFegHFVgMAUkHGlVCxkLFA-J15yjPk22vghgMzm-t-RpYvtWM8TY6lJaHrElacUOr7xd2P1x9mLzVz2LPXAv_-QvfQz9dbqNJyPI4cdYE1BISN6OIKBZHDDxSloEOLD8P_MIT9I864S4HJUcQ&__tn__=%2CO%2CP-R,fb,2024-02-16
eb312a553f5b350420fcf59c22058e16,fc73810e75cbcb35391b0f013cfabeab,證嚴上人衲履足跡,#2024慈濟浴佛大典一年一度佛誕節浴佛法會來了！在佛誕節、母親節和全球慈濟日的這個特別時刻，邀請您5/12（日）與佛相遇，感念佛恩、親恩、眾生恩，一起祈願社會祥和、天下無災！5/12(日) 花蓮靜思堂 / 中正紀念堂 …… 查看更多,https://www.facebook.com/groups/287376193397936/?multi_permalinks=1010279257774289&hoisted_section_header_type=recently_seen&__cft__[0]=AZUwFClhoGeD811uHPl3_tF_rWIpj_LeCB5t-x2NqRwt3uYpdOmccn7KKGqKvFttbJerPaDrV70zdEwlB5MRdUcbSgY8CUcP7e6XpEPQheEH5ewzo7SKhbwRlP0WgcY8PiLd4O59dB0OgArw83pOIuCnFXgx_u7LhNEBWmnEw-FRfhXeyXyS4pv9tmzFEGIcmBg0hNmEnUOErbtheLeGKaGLgg6oWHhbw-3jj1ExjxADW5VddrJnEKkndv3MuS0_wzx8UG7P7I9Vf-ONlAgqz8IA&__tn__=%2CO%2CP-R,fb,2024-05-04
4f910ca94250b8b24c98a43738e9b662,fc73810e75cbcb35391b0f013cfabeab,李川峰,,https://www.facebook.com/reel/389336683678822/?__cft__[0]=AZVBQiLkmBWE6E_nNoSdQY9w2t0SylgZahmDf8sbG1UGB04v40zorjzmDlz3uEsmfOplapTzjYEb4vFEN1v8IEWfTwcpd9N_BzcYM_PNaWVTpNFT33P7uuK1fvAo8FnZ50GaOeGmvyEw5KTuBuvyZYuxGiSDYFwIcsrwcY1dyAuD7Q&__tn__=%2CO%2CP-R,fb,2024-01-29
b60895505c793eaa2de07d4ed9028f49,fc73810e75cbcb35391b0f013cfabeab,vivo台灣同學會,台北隨拍夜景#中正紀念堂,https://www.facebook.com/groups/1282601451835401/?multi_permalinks=7337914802970672&hoisted_section_header_type=recently_seen&__cft__[0]=AZV_dl_qiu6H_W6xGQgt5crF-40pOdZsdvtfv2HXubBk8jn9CMj2rzV7VHwPQfI3P2lEelkOlw-uWgSN3JULDFyOavRPEyjP7upkecrd-adzsIjyEN10qjft2evmvglgBVoWprs_z9qpamr3fCA64LUZKfsU5FVjwYlSBMDCBC1VRo2INPqYdca4b-TAqPAdhzl37X1mVPp0NlTRv2q_vWCR&__tn__=%2CO%2CP-R,fb,2024-04-27
69db972bc47c7857d2aec24ca7f8bd06,fc73810e75cbcb35391b0f013cfabeab,we11Lin,,https://www.facebook.com/reel/718878543782429/?__cft__[0]=AZVn2qsDkXCyUjgwBYmxbGvlqjB35fsackVARVCHAf8rEJsAQJNUfIScXS8grZmJUHaYu8Ejsvbb_jEGJR8A--hsWIliWrRO6UO5LIai9OKVzOvcIoInAGk1fkAIYLvhU-khkoM7yADohPFiCO-glGsY2tPMMNN97c6A2P9hUtBF-w&__tn__=%2CO%2CP-R,fb,2024-03-14
6d4f49421f95f20744a960e9ac57acb5,fc73810e75cbcb35391b0f013cfabeab,謝容蓉,彩排是為了更莊嚴和諧之美感恩 #地標組菩薩 前置作業讓我們順利完成彩排！#母親節#佛誕日#全球慈濟日～5月12日相約 #中正紀念堂,https://www.facebook.com/permalink.php?story_fbid=pfbid0qkus9go4WeAmLFBff4SFecUgau47U7QqPmF9MHpJojrQT8KNKMqRbNntki9xM48jl&id=100000553958857&__cft__[0]=AZVH96BhLc4fMeMnXmSg7SZZWSZlnQXwn3794axD4qktqc3gaWE2Qx2yYnmthUFpQQvcqgknM2r5maiAsBPMNm7e1jBchkiJHc8L5fCZZ2GaApLuUi4nvcCDW9SOrn7ZgudWhSaT8Nuibl5349pr4LPIVxOQtP9C8p8-hjX8mgh09g&__tn__=%2CO%2CP-R,fb,2024-05-06
49c240c65f687c3827c82ba1806eac65,fc73810e75cbcb35391b0f013cfabeab,葉長錦,來台北出差，順便去找墾丁認識的朋友，他在大撰生猛活海鮮當廚師.豪哥#中正紀念堂#大撰生猛活海鮮#小新新搭捷運…… 查看更多,https://www.facebook.com/permalink.php?story_fbid=pfbid0aXWcD5716JWkx9h8ebJU1CLpUBk11mLDencLVMPnNpctykfGwjazbA4HinMtt8hSl&id=100090253783870&__cft__[0]=AZUqoWT70lcO9AK_-6qGfvEWqpA8Wv2eN6JwowzjkShnahA_Yu34JoaQIhUxy83BxbxLUeNjaevPudRftsYXubz4gmXs6rkXcFzzheFoiprV2_HAh7pXvqc5UT59hCPLMozVvluweYlH6SZN4IQMQ0QXlaAj0crJbVXS4I1Vcll14ar4-Z7FszpuO52HmT0zBUp6ldV6_slLhsRCHa60_WkpNa6dYmLBGgmNYLcFLjVDtQ&__tn__=%2CO%2CP-R,fb,2024-04-28
9bda6eaf206b89746e259ec690255586,fc73810e75cbcb35391b0f013cfabeab,小龜妹🐢Tiny Turtle Girl,,https://www.facebook.com/reel/284639361257074/?__cft__[0]=AZUWauXvYq2AOLlTXKm9NSBu5x6wkBzsnKpe7ivzpLYxgcylVQhwTT3JXwxZNe3uPNZ2F_MqPdboJnAgOrJdNFtQB9GxAR7YPcEvho48qPAFkhsAxjZncCtV43j-nArrR91BIPGMVaYNB-7HjJGSJckJoV_qyKLUD2yDR_O1iwrBXg&__tn__=%2CO%2CP-R,fb,2023-12-31
bdbc0412a8cf30b592c8060fd02ad368,fc73810e75cbcb35391b0f013cfabeab,我是Emma 小艾😉,,https://www.facebook.com/reel/1606249816869454/?__cft__[0]=AZXF5xWS_rRDnLXkOrJmz17eZiRcbkbFTUwDvb76ujXSQTbbGh3X-gc50HXLx3t1Pyb9kHzlFSjZVvs7LwAKVB51S7QZZWAlDRrCAl_49WZ-D7HbYopMWqHHP4eFEzD5XA1iuDRWl1NreYQGMVJPndpiFT-tZ1_41j3QVkXQ5ueBLA&__tn__=%2CO%2CP-R,fb,2023-11-27
e90c5bcc805cdbd32cb54c48a270d9f9,fc73810e75cbcb35391b0f013cfabeab,手機攝影教室,台北隨拍夜景#中正紀念堂,https://www.facebook.com/groups/833818867108726/?multi_permalinks=1806047276552542&hoisted_section_header_type=recently_seen&__cft__[0]=AZVFz1ZrkoBhRVawRbqsDJaCdibiI4hTWxA9lYE7neYIn5ELT6PhFajNNk5XOKmKNAAceqAHmVsATgbI2dd2bAeyuBp30iVktBKy6FyXNep1liJiY_MTE-Gyo6ZotBMp-wHmyThYpZtkzQMoToXN3SwQtaALUgFWGBCDx4MnHUVEUsxjwx7EKG7e4z-LUsnBdL23cf0DmPdysdG6Z_XqRVvb&__tn__=%2CO%2CP-R,fb,2024-04-27
8b3f54452ead3b6c55bb11cd83489c30,fc73810e75cbcb35391b0f013cfabeab,姜冠名 aka籃球公道伯,,https://www.facebook.com/reel/568133925455975/?__cft__[0]=AZW6xlUAoKNc69qT-cYJKJfaoMvz14ow74_j1A66RCPQfozu0cerxrKlzBK8MLXIcCHfYE2Gx_ADisY1T7gn9HNWR18vgvWWGfBkB-3Hga3NXWO6xvNcFWkN9QMe8_rNVqRnv_H6uza7C_xOtB13CuYqxNkoW4EXmCl5aVGA2GbdUQ&__tn__=%2CO%2CP-R,fb,2023-10-30
4a542bbe3ace5c8ae7550a1f96b8b98b,fc73810e75cbcb35391b0f013cfabeab,Ăn Hết Thế Giới,,https://www.facebook.com/reel/941066860696690/?__cft__[0]=AZWsdpJ-OXGyK-uXtq8fUCcWWqiopqeQTseNCOJ-F7LZMDwMnxWKEHKGvUAHGrjXv7B_MHN0VnArkRlv-nWMBeMH7dtWRGllpyK8VnhWErl1u-uVdLpfbkJRCfEY_K_nUflFqpkxR7RRk2cKozVovZ1oWtZgXYo7r-z2cnJCQRfYcQ&__tn__=%2CO%2CP-R,fb,2024-02-27
befcc03e3d5bf8a54c38112a6e6f7125,fc73810e75cbcb35391b0f013cfabeab,陳秀美,機車公會兩日遊#中正紀念堂#士林官邸#北埔老街#新竹峨嵋湖…… 查看更多,https://www.facebook.com/permalink.php?story_fbid=pfbid0gCtWkKPH44S1qGAVbG5gVKeiw5CBQ1QejJQ9oHoA5s3bgxbrzPnNvqBzJtxZwaxSl&id=100003286385207&__cft__[0]=AZWkaOLzIvnuY3xbiQAALnqS11OG92S-ubvJxwB_keQZL83CJixXbbEVi6BY9Lg7dVxosJyvd5ueTg2x9QTHkNNAYqC4TE5gZL2eS0kazR_6qzj8IN4BJjYyq8SYx6XOPuaic4thDGMeWN19BH5Uzz8uj7vaFpS3HgKjIzU7Oh8t9Q&__tn__=%2CO%2CP-R,fb,2024-05-06
c3bfca2cf8bcc1fbe4d6cdc823e09e30,fc73810e75cbcb35391b0f013cfabeab,凡,,https://www.facebook.com/reel/656574843053193/?__cft__[0]=AZWejpsosrt_Jiu7Top6q89b0eXlCbBENYHnWPO-HUqNYrsV1o6LcHNcTUGALGgCxgegissZaXOhlXsSCFPabHoY0LdKz3AoODMhQQxstFmP8qUi4yP-2LasJsZj_5NBGTDFq0TxgdCbibyWRGvckGkO3R88uRYH2sIyfAPCS6i3UQ&__tn__=%2CO%2CP-R,fb,2023-07-09
a2d855d1e24c56888e1d79cfb8ebd85c,fc73810e75cbcb35391b0f013cfabeab,陳秋龍,4/27-28記錄這一刻 北部之旅 #半天寮好望角#金勇蕃茄農場…… 查看更多,https://www.facebook.com/permalink.php?story_fbid=pfbid0f4vfXuXQKReE5j3rrV3BdmMGVR4UwfYkcCrRQAW8RpHPowxXSQ8QaqoY1LuNfABhl&id=100005944174273&__cft__[0]=AZVHXi_NMwV55y0rDMnqEu8gqMfWF3q2pcSnSu59ulyk-my98VE4dPa4BGJIsuMPdSvWABVJsJCd-8YuXWLWYwDGHhZbDU37jhVKcDvqE-xZEA0FmeoCdcs9o3Z24dVs8ZqhrrBNwAyE6gCn5F4X_o5ByV8Aha3eipmlMUSL7iW4s6fiJ80zKgDcffNY99qZAMMNIdPheiDUNI1yyGdKzlJH&__tn__=%2CO%2CP-R,fb,2024-04-29
6846c26d13075cad28b40b60f53978a6,fc73810e75cbcb35391b0f013cfabeab, ,,https://www.facebook.com/reel/743957080403078/?__cft__[0]=AZWYcBdOIYWAWLBn1cOxN-0lvS2J8b1v9ZNVEUyjNt7tKpWv-X7x1eioN3MjwHQ6DuM0WeFF1Y7QgDp6T6UvtoX4zioVdblkYNK2eDJiX0f2l0Ufqx7OzyhEgQifKcY3-SHW-0QG2JVnB0D_-Mafz49h3qCxP9l4aVjNOhvhuOn_aw&__tn__=%2CO%2CP-R,fb,2023-12-16
7a99bb68e0720dba26344d99eaa173a2,fc73810e75cbcb35391b0f013cfabeab,Kheng Ng,,https://www.facebook.com/reel/1386205565582221/?__cft__[0]=AZUGlu3rHYDIFZRzWapy-qdu18hiM2yV_QCAFvVVQcQT6XF6onUQfDQnyy7ntYGzXS-42tNjXa6OTsRFQyjdhVluwTIoZSMqcJn1Q4z739P9ntrTkpnTlM46J6oE9zykt1fi4Ze0GXeCGhKQSuLEhh2QU9wtDH3x_HIonH3_YxUhZw&__tn__=%2CO%2CP-R,fb,2023-11-08
2b08b61f2b3b9c32ad21ff817bcc40e4,fc73810e75cbcb35391b0f013cfabeab,Chen Yu,#中正紀念堂#台北101,https://www.facebook.com/permalink.php?story_fbid=pfbid023Hpkq2Yen4ADWbKAHCL1Ykcyp9UPzVAGUWQADxsFBkWF35QAM2watuyR7ZbUbhYFl&id=100009808508724&__cft__[0]=AZVP3cQQ66C7988OYA3LSmFKEQkrvCjmoZIS244aK1If33rBIpTkfOa-IzImepWuB9CprAn5dKMXuLgG8a7O9Hm3U49u1Cnu5h447YubEuBYO2PnsHkNqkFX3LeTB8GmEPmTx32e6mEtboxVyS9NkJgcrKJQnqUnBc81H4eja26VzQ&__tn__=%2CO%2CP-R,fb,2024-05-04
0e693e08a58e21107b932d0d778464ae,fc73810e75cbcb35391b0f013cfabeab,證嚴法師：行願半世紀,#5月12日與佛相遇「佛誕節、母親節、全球慈濟日」三節合一浴佛大典，將於五月十二日舉行。邀請您一同共沐佛恩，善念共振，上達天聽。#線上直播…… 查看更多,https://www.facebook.com/groups/1151058494958195/?multi_permalinks=7700226263374686&hoisted_section_header_type=recently_seen&__cft__[0]=AZWT2K0OBlEO9Y8WtAhky8D7dK2jxrbJhkw7c5NfTkdvopJ3Z1S_KOLRO4saNKLSR-mFknZ4bRyahHFmyrgYUrIN6J1C78xd6KHEDDVs-xizp1_w629L7GQK8aBNrdR7R6Va0SpH6UWBDYIed3ZlG1cwemyEIarD3ETmE2frsd6TyYRcJYPidPu3H2BIN-Q5wCYIxEdd4wDtuU_n_2Ele94mjnXbyhHq9Lt9WsiR1bMboHJCo2OjipYISCiUfcPatTSQ8J_WZCh6PK97cezA7z1B&__tn__=%2CO%2CP-R,fb,2024-05-08
aa1d91033696d9126776f03de65dfcff,fc73810e75cbcb35391b0f013cfabeab,Weichi Ku,老婆上課去～兒子畫畫去～我和女兒約會日！雖然感覺是被女兒操爆，但還是很愉快！#中正紀念堂 #自由廣場 #國家音樂廳 #國立台灣科學教育館,https://www.facebook.com/weichi.ku.9/posts/pfbid08QDoEHo9oTNVcuLAQdpdgZBLbLeyJDbeZjgiBN2t5AMvtWbkF9KEu34T2jZGi725l?__cft__[0]=AZUbH-LYQvJp_fO91Cjrb5PzfV8KQyPia0Fv-PDieSwQcwOukMr9z_Wu_UnMZwuhqLTozLN5iWT8_Z8pwa9fQuCM5tzbAJctm0uzOuO15y-xTqJ-rPtOBM6MdVPCAYOwNK8lBagfPRPeFLLE12Q5FkOeZ8eG0hsFP4aoWFv0oPK-1Q&__tn__=%2CO%2CP-R,fb,2024-05-06
18683e24e09ec0039acfb3d65c1d3f8f,fc73810e75cbcb35391b0f013cfabeab,生態相關的親子隨筆,#世界地球日今天很悶熱，中正大安四個巢區趁沒雨都去快閃探望。中正兩位太太都在孵蛋，正拔陪伴，櫻拔大概找早餐去了，大安兩家都沒有鷹影。台北一陣一陣的雨，潮到滴水，邊看鷹邊做桑拿，滿身汗啊！#中正紀念堂…… 查看更多,https://www.facebook.com/permalink.php?story_fbid=pfbid02B8aHPhd6fbnhH6uK7GGmysyEQxgfUHeRfUsfUTQujS6fpDHZsbNkSvYvNYNm9rsul&id=100057676830398&__cft__[0]=AZVVDqWr0ApiG28kbncX20tip61IOTUByUcdMzVaTWGytXsxlP0jLLQZTFgzBOUZNmAWnZBuTOw3iXMsxsGjsqM8CSn7YU2oOsD3t1OYMxXNzWOnFfORd0NFBZSbyszjF4shBpSYt8-736Hhbjwfbli3QPWa_gHSFSxXBf1pjS9z1BE7D8fAxKuCxI5kGICfSu8hQRSB4ca9bE9rG3q2SGG9&__tn__=%2CO%2CP-R,fb,2024-04-22
837614df1ad45aec079d2849ca446129,fc73810e75cbcb35391b0f013cfabeab,王芬蘭,敬邀 在這個特別的時刻，我們誠摯地邀請您參加慈濟浴佛大典，一個充滿虔誠與感恩的盛會。這次大典不僅慶祝佛誕節，更結合了母親節和全球慈濟日，將三重意義融為一體。讓我們在佛誕節、母親節和全球慈濟日的這個特別時刻，與佛相遇，感念佛恩、親恩、眾生恩。在這個充滿善念的時刻，讓我們一起祈願社會祥和，天下無災！…… 查看更多,https://www.facebook.com/permalink.php?story_fbid=pfbid02v4ZjLXabVidYkH7QpFu43ySNkKZoqGRbzHcR3z9wyc5q1Kmnj5LX8QgjmkPffGCVl&id=100001486016709&__cft__[0]=AZXfW1S8y31Y7Z1K0amGf3LtIc_CCpC46-smqhktc8UHe9gIJtQ_MWh8ywTeRegLNp_Xs0q1zGstTyPhnbwgaA-TjqBk2fFaUe1NTXHNRvSbIZdHZO2rdDGJAFTx3bmNgn3uMmZBp1-qPR-KzgDPLnJsfJyxXGgCGn4ipHzTSTJnGQ&__tn__=%2CO%2CP-R,fb,2024-05-07
